Item No,Item Name,Collection,Product Type,"Department
(manual input)",Item Type,Gender,Line Status,PriceType,MSRP,UPC Code,Season,Catalog Status,MetalType,MetalColor,Case Shape,Watch Movement Type,Band Type,Band Color,Band Material,Watch Dial color,Watch crystal,Gem Type,Watch Case Diameter  (mm),Jlry Size,Jlry Dims,Length,Water Resistance (Meters),https://docs.google.com/spreadsheets/d/1_-9VqVemWseZXiEiXVuXxqIX4wOLo3l5Hhj5UnNy3rE/edit?gid=1368149032#gid=1368149032,Image Link 1,Image Link 2,IsImageFromURL
BVC1065B-GOSTNA,Bulova Stainless Steel Classic Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,Core,1,$250.00,42429602052,2024 FALL,Catalog,Stainless Steel,Gold-Tone,,,,,,,,,,,,"22""",,"Timeless Bulova curb chain featuring dual-surfaced links in a refined gold color.  Classic necklace made of 6MM gold-tone stainless steel combines both polished and brushed finishes.  In an eye-catching black color, the custom-designed clasp with tongue in the shape of the Bulova signature tuning fork is subtly branded with our iconic logo.  Measures 22"" in length.",https://bulova.widen.net/content/yrnlipwsiz/jpeg/BVC1065B-GOSTNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/lyofck4wtj/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVC1067-NVSTNA,Bulova Stainless Steel Classic Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,Core,1,$250.00,42429602045,2024 FALL,Catalog,Stainless Steel,Blue,,,,,,,,,,,,"22""",,"Timeless Bulova curb chain featuring dual-surfaced links updated in a striking navy color.  Distinguished necklace made of 6MM navy blue stainless steel combines both polished and brushed finishes.  In an eye-catching black color, the custom-designed clasp with tongue in the shape of the Bulova signature tuning fork is subtly branded with our iconic logo.  Measures 22"" in length.",https://bulova.widen.net/content/usatssp4y2/jpeg/BVC1067-NVSTNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/zw2djhjbcc/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVC1067-RSTNA,Bulova Stainless Steel Classic Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$250.00,42429598256,2023 FALL,Catalog,Stainless Steel,Rose Gold,,,,,,,,None,,One Size,,"22""",,"A classic Bulova curb chain of dual-surfaced links modernized in a striking rose color.  A distinctly bold 22"" necklace made of 6MM rose-tone stainless steel combines both polished and brushed finishes.  Gunmetal-colored, custom-designed clasp with tongue in the shape of the Bulova signature tuning fork is subtly branded with the Latin GRAMMY? logo.",https://citizenwatch.widen.net/content/oekgzcqgd3/jpeg/BVC1067-RSTNA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/dhvciynubl/jpeg/BVC1067-RSTNA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1069-GRSTNA,Bulova Stainless Steel Classic Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$295.00,42429598287,2023 FALL,Catalog,Stainless Steel,Gray;Rose Gold,,,,,,,,None,,One Size,,"24""",,"A classic Bulova curb chain of dual-surfaced links newly featured in a striking gunmetal and rose color combination.  A distinctly bold 24"" necklace made of 10MM gunmetal-colored stainless steel combines both polished and brushed finishes.  Rose-tone, custom-designed clasp with tongue in the shape of the Bulova signature tuning fork is subtly branded with the Latin GRAMMY? logo.",https://citizenwatch.widen.net/content/02c7bty2rc/jpeg/BVC1069-GRSTNA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/tnfgbrhghx/jpeg/BVC1069-GRSTNA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1074-RSTBSP,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$195.00,42429598249,2023 FALL,Catalog,Stainless Steel,Rose Gold,,,,,,,,None,,One Size,,"24""",,"A bar-shaped amulet made in a stunning dual combination of black and rose-tone stainless steel suspended from Bulova's iconic tuning fork.  Inlaid with faceted stones of black spinel, a rare gemstone believed to repel negativity while providing inspiration and empowerment.  Rounded box link chain necklace in rose-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant is subtly branded with the Latin GRAMMY? logo and measures 38MM L x 6MM W.",https://citizenwatch.widen.net/content/n3bt9w7xys/jpeg/BVC1074-RSTBSP-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/3mnbiniaib/jpeg/BVC1074-RSTBSP-ALT%203.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1074-YSTBSP,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$195.00,42429598201,2023 FALL,Catalog,Stainless Steel,Gold-Tone,,,,,,,,None,,One Size,,"24""",,"A bar-shaped amulet made in a stunning dual combination of black and gold-tone stainless steel suspended from Bulova's iconic tuning fork.  Inlaid with faceted stones of black spinel, a rare gemstone believed to repel negativity while providing inspiration and empowerment.  Rounded box link chain necklace in gold-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant measures 38MM L x 6MM W.",https://citizenwatch.widen.net/content/nsgbb51umq/jpeg/BVC1074-YSTBSP-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/erzkvrkcfo/jpeg/BVC1074-YSTBSP-ALT%203.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1076-B4STQ7,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$250.00,42429598263,2023 FALL,Catalog,Stainless Steel,Black;Rose Gold,,,,,,,,Diamond,,One Size,,"24""",,"An elongated dog tag pendant in a striking dual combination of black and rose-tone stainless steel.  Bold rose-colored cross inlay features a center white diamond 0.03 CTTW.  Rounded box link chain necklace in black-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Back of pendant is subtly branded with the Latin GRAMMY? logo and measures 42MM L x 17MM W.",https://citizenwatch.widen.net/content/pytumcs29p/jpeg/BVC1076-B4STQ7-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/ie0tqgdhyv/jpeg/BVC1076-B4STQ7-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1076-G6STQ7,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$250.00,42429598171,2023 FALL,Catalog,Stainless Steel,Gold-Tone;Black,,,,,,,,Diamond,,One Size,,"24""",,"An elongated dog tag pendant in a striking dual combination of black and gold-tone stainless steel.  Bold cross inlay features a center white diamond 0.03 CTTW.  Rounded box link chain necklace in gold-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant measures 42MM L x 17MM W.",https://citizenwatch.widen.net/content/9xboychykg/jpeg/BVC1076-G6STQ7-Main.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/wblw2383an/jpeg/BVC1076-G6STQ7-alt%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1077-GSTNA24,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,New,1,$325.00,42429605695,2025 SPRING,Catalog,Stainless Steel,Yellow,,,,,,,,,,,,"24""",,"Inspired by Bulova's Icon collection, the links on this polished 5MM gold-tone stainless steel necklace are designed in the shape of an elongated hexagon, the symbol for harmony, structure and balance.  Makes a stylish stand-alone piece or perfect for a layered look.  Hexagon cable chain measures 24"" in length and features a matte finish box clasp etched with Bulova's iconic tuning fork logo.",https://bulova.widen.net/content/wk2fuvr9p4/jpeg/BVC1077-GSTNA24_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/ce4md05ruj/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVC1077-XSTNA24,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,New,1,$225.00,42429605657,2025 SPRING,Catalog,Stainless Steel,White,,,,,,,,,,,,"24""",,"Inspired by Bulova's Icon collection, the links on this 5MM polished stainless steel necklace are designed in the shape of an elongated hexagon, the symbol for harmony, structure and balance.  Makes a stylish stand-alone piece or perfect for a layered look.  Hexagon cable chain measures 24"" in length and features a matte finish box clasp etched with Bulova's iconic tuning fork logo.",https://bulova.widen.net/content/pawh9kk1lu/jpeg/BVC1077-XSTNA24_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/wvpd09ison/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVC1085-GOSTNA,Bulova Stainless Steel Classic Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,Core,1,$295.00,42429602083,2024 FALL,Catalog,Stainless Steel,Two-Tone,,,,,,,,,,,,"24""",,"Timeless Bulova curb chain of dual-surfaced links featured in a new two-tone color.  Distinctly bold necklace made of 10MM stainless steel in a polished gold-tone and brushed steel color combination.  In an eye-catching gunmetal color, the custom-designed clasp with tongue in the shape of the Bulova signature tuning fork is subtly branded with our iconic logo.  Measures 24"" in length.",https://bulova.widen.net/content/h5kpxspbrt/jpeg/BVC1085-GOSTNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/a1qu7erwga/jpeg/BVC1085-GOSTNA_ALT1.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVC1101-WSNA,Bulova Sterling Silver 925 Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,New,1,$495.00,42429605749,2025 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,,,"22""",,"Fresh and contemporary, this unique dimensional piece will catch everyone's eye with its boxed serpentine design.  Rhodium-plated polished sterling silver 3.5MM squared snake chain necklace measures 22"" in length and features a squared lobster clasp closure.",https://bulova.widen.net/content/porxx5l64v/jpeg/BVC1101-WSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://citizenwatch.widen.net/content/2zhyis8eka/jpeg/BVC1101-WSNA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1000-WSBSP,Bulova Sterling Silver 925 Luxury Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$195.00,42429595934,2023 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,One Size,,,,"Stud earrings designed in the shape of a hexagon, the symbol for harmony, structure and balance.  Inlaid with faceted black spinel, a rare gemstone believed to repel negativity while providing inspiration and empowerment.  Made of sterling silver with cutout designs on all six sides, they secure comfortably with friction backs.  Measures 8MM in diameter.  All of our sterling silver is rhodium plated to give the jewelry a brilliant shine and provide enhanced durability.",https://bulova.widen.net/content/bew9ndhkrb/jpeg/BVE1000-WSBSP%20-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/vctihzvrvb/jpeg/BVE1000-WSBSP%20-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1002-GSBSP,Bulova Sterling Silver 925 Luxury Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$325.00,42429595767,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,One Size,,,,"Stud earrings designed in the shape of a hexagon, the symbol for harmony, structure and balance.  Made of 14K yellow gold-plated sterling silver inlaid with black diamonds totaling 0.38 CTTW and cutout designs on all six sides, they secure comfortably with friction backs.  Measures 10MM in diameter.",https://bulova.widen.net/content/bw3mh2qhmd/jpeg/BVE1002-GSBSP%20-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/afujiupmb9/jpeg/BVE1002-GSBSP%20-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1005-GMSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$295.00,42429595774,2023 SPRING,Catalog,Sterling Silver 925,Black,,,,,,,,,,One Size,,,,Pair of dangling cross earrings feature a row of black diamonds totaling 0.15 CTTW embedded in a narrow hoop formed in the shape of Bulova's signature tuning fork logo.  Black ruthenium-plated sterling silver huggie-style earrings sit close to the ear lobes.  Ruthenium plating helps enhance durability and preserve the shine on these earrings.,https://bulova.widen.net/content/bamyo9jbt7/jpeg/BVE1005-GMSAA%20-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/u7wzfbbp0c/jpeg/BVE1005-GMSAA%20-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1007-RSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens EARRING,Bulova,Jewelry,Jewelry,EARRING,Mens,core,1,$275.00,42429598140,2023 FALL,Catalog,Sterling Silver 925,Rose Gold,,,,,,,,Diamond,,One Size,,,,A pair of earrings featuring a row of black diamonds totaling 0.15 CTTW channel set in a narrow hoop formed in the shape of Bulova's signature tuning fork. 14K rose-gold plated sterling silver huggie-style earrings sit close to the ear lobes.  Inside hoop is subtly branded with the Latin GRAMMY? logo.,https://citizenwatch.widen.net/content/jldibcenld/jpeg/BVE1007-RSAA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/amvedl2owm/jpeg/BVE1007-RSAA-ALT.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1007-WSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$250.00,42429595781,2023 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,One Size,,,,Pair of earrings feature a row of black diamonds totaling 0.15 CTTW embedded in a narrow hoop formed in the shape of Bulova's signature tuning fork logo. Sterling silver huggie-style earrings sit close to the ear lobes.   All of our sterling silver is rhodium plated to give the jewelry a brilliant shine and provide enhanced durability.,https://bulova.widen.net/content/mgy6kbrdt4/jpeg/BVE1007-WSAA-ALT.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/fxt4f7ebyv/jpeg/BVE1007-WSAA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1015-GSTBSP,Bulova Stainless Steel Luxury Jewelry Mens EARRING,Bulova,Jewelry,Jewelry,EARRING,Mens,core,1,$125.00,42429598157,2023 FALL,Catalog,Stainless Steel,Gold-Tone,,,,,,,,None,,One Size,,,,"Inspired by Bulova's Precisionist bolt, these C-hoop earrings are designed in the shape of an open hexagon, the symbol for harmony, structure and balance.  Inlaid with faceted black spinel, a rare gemstone believed to repel negativity while providing inspiration and empowerment.  Made of gold-tone stainless steel and measures 14MM in length.",https://citizenwatch.widen.net/content/rbzgewzal8/jpeg/BVE1015-GSTBSP-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/i6mcmk9i7o/jpeg/BVE1015-GSTBSP-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVE1020-WSNA,Bulova Sterling Silver 925 Classic Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$195.00,42429602106,2024 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,One Size,,,,"Part of our exclusive Bulova Link? Collection, this pair of earrings proudly feature our historic tuning fork as their signature design element.  Elegant huggie-style hoops in sterling silver with a hinged back closure.",https://bulova.widen.net/content/qd0vnmey7v/jpeg/BVE1020-WSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,,1
BVE1020-YSNA,Bulova Sterling Silver 925 Classic Jewelry Mens Earring,Bulova,Jewelry,Jewelry,Earring,Mens,Core,1,$195.00,42429602199,2024 FALL,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,One Size,,,,"Part of our exclusive Bulova Link? Collection, this pair of earrings proudly feature our historic tuning fork as their signature design element.  Elegant huggie-style hoops in 14K gold-plated sterling silver with a hinged back closure.",https://bulova.widen.net/content/hhwyjsjisa/jpeg/BVE1020-YSNA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,,1
BVP1004-WMMNA,Bulova Sterling Silver 925 Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$395.00,42429595972,2023 SPRING,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,,,,,"24""",,"Cross pendant made of sterling silver features an inlay of eye-catching Damascus steel, a combination of multiple steels layered and forged together several times to reveal rings and lines of varying steel-like colors.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear-shaped lobster clasp.  Pendant measures 32MM L x 22MM W.  All of our sterling silver is rhodium plated to give the jewelry a brilliant shine and provide enhanced durability.",https://bulova.widen.net/content/y354pvmoqu/jpeg/BVP1004-WMMNA-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/96tfbe4kr4/jpeg/BVP1004-WMMNA-%20ALT%202.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1029-YSWTOYTE,Bulova Sterling Silver 925 Performance Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,New,1,$395.00,42429605619,2025 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,Semi Precious,,,,"24""",,"Pendant made of 14K gold-plated sterling silver features tiger's eye, a highly motivational gemstone representing power, fearlessness and courage.  Framed on all sides with white topaz totaling 0.20 CTTW.  Reverse side is etched with the Bulova brand name and logo. Rounded box link chain necklace in 14K gold-plated sterling silver adjusts from 24"" to 26"" with extender ring and lobster clasp.  Pendant measures 25MM L x 8MM W. ",https://bulova.widen.net/content/nflliebuly/jpeg/BVP1029-YSWTOYTE_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/owuqjlpaxc/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1030-YSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$595.00,42429595798,2023 SPRING,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,,,,,"24""",,"Eternity is personified in this unique and powerful symbol.  Chronos, the ""God of Time"", is prominently featured on the front side of this clock-inspired pendant in 14K yellow gold-plated sterling silver encircled by black diamonds totaling 0.25 CTTW.  The reverse side features a Roman numeral clock with two raised tuning forks connected vertically to form an hourglass and etched with the Bulova brand name.  Rounded box link chain necklace in 14K yellow gold-plated sterling silver adjusts from 24"" to 26"" with extender ring and pear-shaped lobster clasp.  Pendant measures 30MM in diameter.",https://bulova.widen.net/content/kvrkbmkf7o/jpeg/BVP1030-YSAA%20-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://bulova.widen.net/content/zn8s8yynl0/jpeg/BVP1030-YSAA-%20ALT%202.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1039-GSTYTE,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$150.00,42429598119,2023 FALL,Catalog,Stainless Steel,Gold-Tone,,,,,,,,None,,One Size,,"24""",,"An elongated dog tag amulet made of gold-tone stainless steel prominently features tiger's eye, a highly motivational gemstone representing power, fearlessness and courage.  Rounded box link chain necklace in gold-tone stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant is subtly etched with Bulova's iconic logo and measures 40MM L x 11MM W.",https://citizenwatch.widen.net/content/eaosnzrjvs/jpeg/BVP1039-GSTYTE-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/owt2vsmb2v/jpeg/BVP1039-GSTYTE-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1039-NSTBKOX,Bulova Stainless Steel Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$150.00,42429598133,2023 FALL,Catalog,Stainless Steel,Silver-Tone,,,,,,,,None,,One Size,,"24""",,"An elongated dog tag amulet made of stainless steel prominently features black onyx, a semi-precious stone of protection, believed to promote physical strength and stamina.  Rounded box link chain necklace in stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant is subtly etched with Bulova's iconic logo and measures 40MM L x 11MM W.",https://citizenwatch.widen.net/content/dycioaxitz/jpeg/BVP1039-NSTBKOX-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/qaqlypc45m/jpeg/BVP1039-NSTBKOX-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1058-WSAA,Bulova Sterling Silver 925 Classic Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$595.00,42429602076,2024 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Black Diamond,,,,"24""",,"Unique three-dimensional sundial pendant made of rhodium-plated sterling silver is a true statement piece.  Pointing due north is a row of 7 full-cut black diamonds totaling 0.17 CTTW.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 30MM in diameter.",https://bulova.widen.net/content/rtzqu4pclw/jpeg/BVP1058-WSAA_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/kmftseyisg/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1061-SBSTAA,Bulova Stainless Steel Performance Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$395.00,42429598126,2023 FALL,Catalog,Stainless Steel,Silver-Tone,,,,,,,,Diamond,,One Size,,"24""",,"New from the Bulova Marine Star collection, a compass-inspired ornate pendant in stainless steel features a multi-layered design set against a circle of black diamonds totaling 0.25 CTTW.  Rounded box link chain necklace in stainless steel adjusts from 24"" to 26"" with extender ring and tuning fork shaped clasp.  Pendant measures 25MM in diameter.",https://citizenwatch.widen.net/content/ljxfbtmc3y/jpeg/BVP1061-SBSTAA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/ihx2ylvqdz/jpeg/BVP1061-SBSTAA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1077-WSAA,Bulova Sterling Silver 925 Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$795.00,42429598614,2023 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Diamond,,One Size,,"24""",,"Cross pendant made of rhodium-plated sterling silver stunningly inlaid with black diamonds totaling 0.50 CTTW is perfect as a stand-alone necklace or as a layering piece.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 40 MM L x 30 MM W.",https://citizenwatch.widen.net/content/bi3nln1smr/jpeg/BVP1077-WSAA-%20MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/8bnmafb3p9/jpeg/BVP1077-WSAA-%20ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1078-WSAABA,Bulova Sterling Silver 925 Luxury Jewelry Mens Necklace,Bulova,Jewelry,Jewelry,Necklace,Mens,core,1,$595.00,42429598621,2023 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Diamond,,One Size,,"24""",,"Cross pendant made of rhodium-plated sterling silver prominently features black onyx, a semi-precious stone of protection, believed to promote physical strength and stamina.  The inside corners of the cross are accented with black diamonds totaling 0.10 CTTW.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 40 MM L x 30 MM W.",https://citizenwatch.widen.net/content/ikhcxdf2au/jpeg/BVP1078-WSAABA-MAIN.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,https://citizenwatch.widen.net/content/1ro91ahsxm/jpeg/BVP1078-WSAABA-ALT%201.jpeg?w=1400&h=2048&position=c&color=ffffff&quality=100&u=h8bidb,1
BVP1084-YSQ7,Bulova Sterling Silver 925 Classic Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,"$1,095.00",42429602120,2024 FALL,Catalog,Sterling Silver 925,Gold-Tone,,,,,,,,Diamond,,,,"24""",,"A new addition to our exclusive Bulova Link? Collection, this cross pendant in 14K gold-plated sterling silver proudly features our historic tuning fork in a cutout design artfully blended with 46 full-cut white diamonds totaling 0.50 CTTW.  Rounded box link chain necklace in 14K gold-plated sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 42 MM L x 29 MM W.",https://bulova.widen.net/content/qfqqrvwxvr/jpeg/BVP1084-YSQ7_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/ijfpu7ilqw/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
BVP1085-WSQ7,Bulova Sterling Silver 925 Classic Jewelry Mens Pendant,Bulova,Jewelry,Jewelry,Pendant,Mens,Core,1,$595.00,42429602113,2024 FALL,Catalog,Sterling Silver 925,Silver-Tone,,,,,,,,Diamond,,,,"24""",,"A new addition to our exclusive Bulova Link? Collection, this cross pendant in rhodium-plated sterling silver proudly features our historic tuning fork in a cutout design artfully blended with 20 full-cut white diamonds totaling 0.20 CTTW.  Rounded box link chain necklace in sterling silver adjusts from 24"" to 26"" with extender ring and pear shaped lobster clasp.  Pendant measures 28 MM L x 19 MM W.",https://bulova.widen.net/content/qcew9nkasj/jpeg/BVP1085-WSQ7_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,https://bulova.widen.net/content/6puuoljfzw/jpeg/_Catalog.jpeg?w=1000&h=1000&position=c&color=ffffffff&quality=85&u=ymcvkr,1
