StyleNumber,ProductName,ImagePath,ImagePath2,ImagePath3,ProductDescription,MetalType,MetalColor,WholeSaleBasePrice,Gender,Categories,Collections,Weight,IsImageFromURL,PriceType
D8D12OCTIGHTWEAVE/NUGGET,8 mm wide/Domed/Tightweave band with one 2 mm Off Center inlay of Alaskan Gold Nugget.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/D-TIGHTWEAVE/images/1?ring_finish=ACID&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-OC&grooves=12-OC_NUGGET-GOLDNUGGET,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/D-TIGHTWEAVE/images/2?ring_finish=ACID&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-OC&grooves=12-OC_NUGGET-GOLDNUGGET,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/D-TIGHTWEAVE/images/3?ring_finish=ACID&finish_type=F&size=10&feature_group=G%2CN&groove_group=12-OC&grooves=12-OC_NUGGET-GOLDNUGGET,8 mm wide/Domed/Tightweave band with one 2 mm Off Center inlay of Alaskan Gold Nugget.,Damascus,Damascus,509,Unisex,Men's Wedding Rings,"Wedding Band, Damascus",,1,2
Z7DSIDE/NUGGET,7 mm wide/Domed/Zirconium band with two 1 mm Side inlays of Alaskan Gold Nugget.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/1?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=21-SIDE&grooves=21-SIDE_NUGGET-GOLDNUGGET,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/2?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=21-SIDE&grooves=21-SIDE_NUGGET-GOLDNUGGET,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/Z/images/3?ring_finish=BEAD&finish_type=F&size=10&feature_group=G%2CN&groove_group=21-SIDE&grooves=21-SIDE_NUGGET-GOLDNUGGET,7 mm wide/Domed/Zirconium band with two 1 mm Side inlays of Alaskan Gold Nugget.,Zirconium,Zirconium,486,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
ZC8HB15/FORGEDCF11/A,8 mm wide/High Bevel/Zirconium band featuring inlays of Forged Carbon Fiber and Red Apple.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=15-N%2C11-N&grooves=15-N_C-FORGEDCF%2C11-N_CER-REDAPPLE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=15-N%2C11-N&grooves=15-N_C-FORGEDCF%2C11-N_CER-REDAPPLE,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CG&groove_group=15-N%2C11-N&grooves=15-N_C-FORGEDCF%2C11-N_CER-REDAPPLE,8 mm wide/High Bevel/Zirconium band featuring inlays of Forged Carbon Fiber and Red Apple.,Zirconium,Zirconium,312,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
6FGE,6 mm wide Flat Grooved Edges Titanium band.,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/T/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_CLADDAGH4,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/T/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_CLADDAGH4,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/6/ring_materials/T/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_CLADDAGH4,6 mm wide Flat Grooved Edges Titanium band.,Titanium,Titanium,105,Unisex,Men's Wedding Rings,"Wedding Band, Titanium",,1,2
8HB,8 mm wide High Bevel Titanium band.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/T/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_FEATHER,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/T/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_FEATHER,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/T/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_FEATHER,8 mm wide High Bevel Titanium band.,Titanium,Titanium,105,Unisex,Men's Wedding Rings,"Wedding Band, Titanium",,1,2
TA7HB,7 mm wide High Bevel Tantalum band.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_TRELLIS2,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_TRELLIS2,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/TA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&engraving_new=D_TRELLIS2,7 mm wide High Bevel Tantalum band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
NTA8D,8 mm wide Domed Tantalum Noir band.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/NTA/images/1?ring_finish=SAND&finish_type=F&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/NTA/images/2?ring_finish=SAND&finish_type=F&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/8/ring_materials/NTA/images/3?ring_finish=SAND&finish_type=F&size=10&feature_group=N,8 mm wide Domed Tantalum Noir band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
NTA8FGE,8 mm wide Flat Grooved Edges Tantalum Noir band.,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/NTA/images/1?ring_finish=STONE%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/NTA/images/2?ring_finish=STONE%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FGE/widths/8/ring_materials/NTA/images/3?ring_finish=STONE%2CPOLISH&finish_type=FS&size=10&feature_group=N,8 mm wide Flat Grooved Edges Tantalum Noir band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
NTA7DB,7 mm wide Domed Bevel Tantalum Noir band.,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/7/ring_materials/NTA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/7/ring_materials/NTA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DB/widths/7/ring_materials/NTA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,7 mm wide Domed Bevel Tantalum Noir band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
NTA8DGE,8 mm wide Domed Stepped Down Edges Tantalum Noir band.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/NTA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/NTA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/8/ring_materials/NTA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,8 mm wide Domed Stepped Down Edges Tantalum Noir band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
NTA7F1.5OC,7 mm wide Flat with Off Center Accent Groove Tantalum Noir band.,https://assets.lashbrookdesigns.com/rings/profiles/F1.5OC/widths/7/ring_materials/NTA/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/F1.5OC/widths/7/ring_materials/NTA/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/F1.5OC/widths/7/ring_materials/NTA/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N,7 mm wide Flat with Off Center Accent Groove Tantalum Noir band.,Tantalum,Tantalum,237,Unisex,Men's Wedding Rings,"Wedding Band, Tantalum",,1,2
CC7D22DOCE/ZIRCONIUM,7 mm wide/Domed/Cobalt Chrome band with two 2 mm Double Off Center Edge inlays of Zirconium.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/ZIRCONIUM/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=13-N&grooves=13-N_CC_SATIN&sleeve=CC,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/ZIRCONIUM/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=13-N&grooves=13-N_CC_SATIN&sleeve=CC,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/7/ring_materials/ZIRCONIUM/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=13-N&grooves=13-N_CC_SATIN&sleeve=CC,7 mm wide/Domed/Cobalt Chrome band with two 2 mm Double Off Center Edge inlays of Zirconium.,Cobalt Chrome,Cobalt Chrome,284,Unisex,Men's Wedding Rings,"Wedding Band, Cobalt Chrome",,1,2
14KY6UC-IS,6 mm wide Ultra Comfort (our most comfortable profile) 14K Yellow Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/6/ring_materials/14KY/images/1?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/6/ring_materials/14KY/images/2?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/UC/widths/6/ring_materials/14KY/images/3?ring_finish=POLISH&finish_type=F&weight=IS&size=10&feature_group=N,6 mm wide Ultra Comfort (our most comfortable profile) 14K Yellow Gold band.,14K Gold,Yellow,798,Unisex,Men's Wedding Rings,Wedding Band,8.644,1,2
14KY8F23DOCE/FORGEDCF,8 mm wide/Flat/14K Yellow Gold band with two 3 mm Double Off Center Edge inlays of Forged Carbon Fiber.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/C-FORGEDCF/images/1?finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_14KY_POLISH&sleeve=14KY,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/C-FORGEDCF/images/2?finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_14KY_POLISH&sleeve=14KY,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/C-FORGEDCF/images/3?finish_type=F&size=10&feature_group=G%2CN&groove_group=12-N&grooves=12-N_14KY_POLISH&sleeve=14KY,8 mm wide/Flat/14K Yellow Gold band with two 3 mm Double Off Center Edge inlays of Forged Carbon Fiber.,14K Gold,Yellow,1427,Unisex,Men's Wedding Rings,Wedding Band,12.429,1,2
Z8HB,8 mm wide High Bevel Zirconium band featuring a Squatch sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=CER-SQUATCH&engraving_new=D_CER-TREES,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=CER-SQUATCH&engraving_new=D_CER-TREES,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/Z/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=N&sleeve=CER-SQUATCH&engraving_new=D_CER-TREES,8 mm wide High Bevel Zirconium band featuring a Squatch sleeve.,Zirconium,Zirconium,195,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
ZPF8F16/KINETIC,8 mm wide/Flat/Zirconium band with one 6 mm Centered inlay of Kinetic.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/PFZ/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=16-N&grooves=16-N_KINETIC_ACID,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/PFZ/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=16-N&grooves=16-N_KINETIC_ACID,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/8/ring_materials/PFZ/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=16-N&grooves=16-N_KINETIC_ACID,8 mm wide/Flat/Zirconium band with one 6 mm Centered inlay of Kinetic.,Zirconium,Zirconium,403,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",,1,2
14KY7HBDIA2ROWETERNITY.015BEAD-P,7 mm wide/High Bevel/14K Yellow Gold band with a 2 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/14KY/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=2ROWETERNITY-N_ROUND_DIA_.015_BEADCH,7 mm wide/High Bevel/14K Yellow Gold band with a 2 Row Eternity arrangement of .015 carat Round Diamond stones in a Bead Channel setting.,14K Gold,Yellow,2690,Unisex,Men's Wedding Rings,Wedding Band,11.683,1,2
SILVERSLEEVEZ7HB11/SS,7 mm wide/High Bevel/Zirconium band with one 1 mm Centered inlay of Palladium Silver also featuring a Palladium Silver sleeve.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/Z/images/1?ring_finish=BEAD%2CBEAD&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_SS_POLISH&sleeve=SILVER,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/Z/images/2?ring_finish=BEAD%2CBEAD&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_SS_POLISH&sleeve=SILVER,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/7/ring_materials/Z/images/3?ring_finish=BEAD%2CBEAD&finish_type=FS&size=10&feature_group=G%2CN&groove_group=11-N&grooves=11-N_SS_POLISH&sleeve=SILVER,7 mm wide/High Bevel/Zirconium band with one 1 mm Centered inlay of Palladium Silver also featuring a Palladium Silver sleeve.,Zirconium,Zirconium,304,Unisex,Men's Wedding Rings,"Wedding Band, Zirconium",3.84,1,2
14KW7DGE21EDGE/14KY,7 mm wide/Domed Stepped Down Edges/14K White Gold band with two 1 mm Edge inlays of 14K Yellow Gold.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KW/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KW/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KW/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=21-EDGE&grooves=21-EDGE_14KY_POLISH,7 mm wide/Domed Stepped Down Edges/14K White Gold band with two 1 mm Edge inlays of 14K Yellow Gold.,14K Gold,White,1206,Unisex,Men's Wedding Rings,Wedding Band,9.218,1,2
14KR6B-P,6 mm wide Beveled 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KR/images/1?ring_finish=STONE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KR/images/2?ring_finish=STONE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/B/widths/6/ring_materials/14KR/images/3?ring_finish=STONE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,6 mm wide Beveled 14K Rose Gold band.,14K Gold,Rose,927,Unisex,Men's Wedding Rings,Wedding Band,10.2,1,2
14KR6D-P,6 mm wide Domed 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/14KR/images/1?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/14KR/images/2?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/D/widths/6/ring_materials/14KR/images/3?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=N,6 mm wide Domed 14K Rose Gold band.,14K Gold,Rose,962,Unisex,Men's Wedding Rings,Wedding Band,10.613,1,2
14KR6FR-P,6 mm wide Flat 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/6/ring_materials/14KR/images/1?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/6/ring_materials/14KR/images/2?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/FR/widths/6/ring_materials/14KR/images/3?ring_finish=SATIN&finish_type=F&weight=P&size=10&feature_group=N,6 mm wide Flat 14K Rose Gold band.,14K Gold,Rose,871,Unisex,Men's Wedding Rings,Wedding Band,9.519,1,2
14KR7B15(NS)/14KW,7 mm wide/Beveled/14K Rose Gold band with one 5 mm Centered inlay of 14K White Gold.,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/7/ring_materials/14KR/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_14KW_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/7/ring_materials/14KR/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_14KW_SATIN,https://assets.lashbrookdesigns.com/rings/profiles/B-NS/widths/7/ring_materials/14KR/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_14KW_SATIN,7 mm wide/Beveled/14K Rose Gold band with one 5 mm Centered inlay of 14K White Gold.,14K Gold,Rose,1433,Unisex,Men's Wedding Rings,Wedding Band,9.7,1,2
14KR7DGE-P,7 mm wide Domed Stepped Down Edges 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KR/images/1?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KR/images/2?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/DGE/widths/7/ring_materials/14KR/images/3?ring_finish=ANGLESATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,7 mm wide Domed Stepped Down Edges 14K Rose Gold band.,14K Gold,Rose,924,Unisex,Men's Wedding Rings,Wedding Band,10.163,1,2
14KR7F14/14KW/MGA,7 mm wide/Flat/14K Rose Gold band with one 4 mm Centered inlay of 14K White Gold.,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/1?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_14KW_TREEBARKH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/2?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_14KW_TREEBARKH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/3?ring_finish=POLISH&finish_type=F&size=10&feature_group=G%2CN&groove_group=14-N_MGA-CER-BLACK&grooves=14-N_14KW_TREEBARKH,7 mm wide/Flat/14K Rose Gold band with one 4 mm Centered inlay of 14K White Gold.,14K Gold,Rose,1302,Unisex,Men's Wedding Rings,Wedding Band,9.592,1,2
14KR7FDIA9X.05CH-P,"7 mm wide/Flat/14K Rose Gold band with an  arrangement of 9, .05 carat Round Diamond stones in a Channel setting.",https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/1?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.05_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/2?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.05_CH,https://assets.lashbrookdesigns.com/rings/profiles/F/widths/7/ring_materials/14KR/images/3?ring_finish=POLISH&finish_type=F&weight=P&size=10&feature_group=D%2CN&gemstones=9X-N_ROUND_DIA_.05_CH,"7 mm wide/Flat/14K Rose Gold band with an  arrangement of 9, .05 carat Round Diamond stones in a Channel setting.",14K Gold,Rose,1827,Unisex,Men's Wedding Rings,Wedding Band,11.541,1,2
14KR7FGEW2UMILDIA3X.03F-P,"7 mm wide/Flat Stepped Edges Milgrain/14K Rose Gold band with an  arrangement of 3, .03 carat Round Diamond stones in a Flush setting.",https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KR/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=3X-N_ROUND_DIA_.03_F,https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KR/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=3X-N_ROUND_DIA_.03_F,https://assets.lashbrookdesigns.com/rings/profiles/FGEW2UMIL/widths/7/ring_materials/14KR/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=3X-N_ROUND_DIA_.03_F,"7 mm wide/Flat Stepped Edges Milgrain/14K Rose Gold band with an  arrangement of 3, .03 carat Round Diamond stones in a Flush setting.",14K Gold,Rose,1226,Unisex,Men's Wedding Rings,Wedding Band,11.786,1,2
14KR7HB2UMILETERNITYBLKDIA.03BEAD-P,7 mm wide/High Bevel Milgrain/14K Rose Gold band with an Eternity arrangement of .03 carat Round Black Diamond stones in a Bead Channel setting.,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/7/ring_materials/14KR/images/1?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/7/ring_materials/14KR/images/2?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEADCH,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/7/ring_materials/14KR/images/3?ring_finish=SATIN%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=D%2CN&gemstones=ETERNITY-N_ROUND_BLKDIA_.03_BEADCH,7 mm wide/High Bevel Milgrain/14K Rose Gold band with an Eternity arrangement of .03 carat Round Black Diamond stones in a Bead Channel setting.,14K Gold,Rose,1546,Unisex,Men's Wedding Rings,Wedding Band,11.465,1,2
14KR8HB2UMIL-P,8 mm wide High Bevel Milgrain 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/8/ring_materials/14KR/images/1?ring_finish=MACHINE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/8/ring_materials/14KR/images/2?ring_finish=MACHINE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/HB2UMIL/widths/8/ring_materials/14KR/images/3?ring_finish=MACHINE%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,8 mm wide High Bevel Milgrain 14K Rose Gold band.,14K Gold,Rose,1167,Unisex,Men's Wedding Rings,Wedding Band,13.08,1,2
14KR8HB-P,8 mm wide High Bevel 14K Rose Gold band.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KR/images/1?ring_finish=HAMMER%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KR/images/2?ring_finish=HAMMER%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/14KR/images/3?ring_finish=HAMMER%2CPOLISH&finish_type=FS&weight=P&size=10&feature_group=N,8 mm wide High Bevel 14K Rose Gold band.,14K Gold,Rose,1177,Unisex,Men's Wedding Rings,Wedding Band,13.206,1,2
14KRPF8HB15/ZIRCONIUM,8 mm wide/High Bevel/14K Rose Gold band with one 5 mm Centered inlay of Zirconium.,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/PF14KR/images/1?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_ROCK,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/PF14KR/images/2?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_ROCK,https://assets.lashbrookdesigns.com/rings/profiles/HB/widths/8/ring_materials/PF14KR/images/3?ring_finish=POLISH%2CPOLISH&finish_type=FS&size=10&feature_group=G%2CN&groove_group=15-N&grooves=15-N_ZIRCONIUM_ROCK,8 mm wide/High Bevel/14K Rose Gold band with one 5 mm Centered inlay of Zirconium.,14K Gold,Rose,1173,Unisex,Men's Wedding Rings,Wedding Band,9.969,1,2
